frame,landmark_id,x,y,z,visibility
0,11,0.30268216133117676,0.5120158195495605,-0.17271573841571808,0.9975390434265137
0,12,0.46366816759109497,0.5057684183120728,-0.14030812680721283,0.9987881779670715
0,13,0.23549187183380127,0.3359614908695221,-0.1504519134759903,0.975071907043457
0,14,0.5198473334312439,0.3420088589191437,-0.10039994865655899,0.9854310750961304
0,15,0.21963679790496826,0.11199188977479935,-0.21084384620189667,0.9900004267692566
0,16,0.5367582440376282,0.1280369609594345,-0.11539818346500397,0.9954236149787903
0,23,0.3321375250816345,0.9684051275253296,-0.041185446083545685,0.9446197748184204
0,24,0.43365031480789185,0.9658271074295044,0.041021887212991714,0.9451982378959656
0,25,0.33281975984573364,1.0410834550857544,0.19731517136096954,0.03433992341160774
0,26,0.42880386114120483,1.0553768873214722,0.29735976457595825,0.028100641444325447
0,27,0.3505080044269562,1.2614907026290894,0.5692408084869385,0.007892170920968056
0,28,0.4190214276313782,1.2534418106079102,0.5881146788597107,0.013745267875492573
1,11,0.3022521138191223,0.5118356943130493,-0.22117729485034943,0.9974002242088318
1,12,0.46366143226623535,0.5050413012504578,-0.22170022130012512,0.9987090229988098
1,13,0.23548738658428192,0.33494171500205994,-0.18116915225982666,0.9757158160209656
1,14,0.5199238061904907,0.3448047935962677,-0.22685590386390686,0.9854750633239746
1,15,0.21812260150909424,0.11102772504091263,-0.26545462012290955,0.9901039004325867
1,16,0.5367408990859985,0.13325132429599762,-0.305836021900177,0.9953791499137878
1,23,0.33213010430336,0.9700736999511719,-0.025625120848417282,0.9275459051132202
1,24,0.43436557054519653,0.9650059342384338,0.025491539388895035,0.9249103665351868
1,25,0.3394396901130676,0.9929335117340088,0.22868475317955017,0.03317442163825035
1,26,0.43387970328330994,0.9918671250343323,0.29208672046661377,0.028389396145939827
1,27,0.36548808217048645,1.1357578039169312,0.6399780511856079,0.007900132797658443
1,28,0.4254472851753235,1.0857185125350952,0.607854962348938,0.014140360057353973
2,11,0.301896870136261,0.5117175579071045,-0.2224871814250946,0.9973046183586121
2,12,0.46362894773483276,0.5046727657318115,-0.22994530200958252,0.998641312122345
2,13,0.23546116054058075,0.33430132269859314,-0.18157000839710236,0.976301908493042
2,14,0.5199638605117798,0.34707701206207275,-0.23438112437725067,0.9854226112365723
2,15,0.2170988768339157,0.11028510332107544,-0.2672976553440094,0.9901735782623291
2,16,0.5367424488067627,0.1365739405155182,-0.31172460317611694,0.9953526258468628
2,23,0.33212924003601074,0.9706106185913086,-0.01847000978887081,0.9129490256309509
2,24,0.43464988470077515,0.9640730023384094,0.018327033147215843,0.9065531492233276
2,25,0.3425102233886719,0.970879852771759,0.25055697560310364,0.03220031037926674
2,26,0.4352136254310608,0.9727734327316284,0.2930971682071686,0.028659554198384285
2,27,0.36791104078292847,1.1022926568984985,0.6748868823051453,0.007973314262926579
2,28,0.4270753264427185,1.0526280403137207,0.630516767501831,0.014606229029595852
3,11,0.3015742003917694,0.5116183161735535,-0.22548577189445496,0.9972091317176819
3,12,0.4636017680168152,0.5044775605201721,-0.23515212535858154,0.9985788464546204
3,13,0.2354433834552765,0.3339572548866272,-0.18375109136104584,0.9768086671829224
3,14,0.5199644565582275,0.34897536039352417,-0.23823294043540955,0.9853315353393555
3,15,0.2161625176668167,0.10947782546281815,-0.27077099680900574,0.9902045726776123
3,16,0.5367627143859863,0.13860146701335907,-0.31625595688819885,0.9953186511993408
3,23,0.33212941884994507,0.9708034992218018,-0.01750977337360382,0.9022336006164551
3,24,0.4348726272583008,0.9631332159042358,0.017350632697343826,0.8926729559898376
3,25,0.34377145767211914,0.9715744853019714,0.26314643025398254,0.03138894960284233
3,26,0.4354192614555359,0.978158712387085,0.306193083524704,0.02870849333703518
3,27,0.3674195110797882,1.1018846035003662,0.6954137086868286,0.008038602769374847
3,28,0.42728766798973083,1.0535842180252075,0.6533831357955933,0.014962931163609028
4,11,0.3012687861919403,0.5115369558334351,-0.23006601631641388,0.9971243143081665
4,12,0.4635976254940033,0.5041893720626831,-0.2337014228105545,0.9985278844833374
4,13,0.2354322224855423,0.3336019217967987,-0.18839484453201294,0.9773169755935669
4,14,0.5202895402908325,0.3497180640697479,-0.23626896739006042,0.9853566884994507
4,15,0.21523571014404297,0.10880781710147858,-0.2751787304878235,0.9902687668800354
4,16,0.5367550849914551,0.13946358859539032,-0.31566667556762695,0.9953200221061707
4,23,0.33212950825691223,0.9712004661560059,-0.019515324383974075,0.8934018015861511
4,24,0.435042142868042,0.9628045558929443,0.019356869161128998,0.8817395567893982
4,25,0.3434995710849762,0.9773081541061401,0.2545233964920044,0.030801676213741302
4,26,0.435922235250473,0.9817153215408325,0.30901336669921875,0.028799330815672874
4,27,0.36627382040023804,1.1165438890457153,0.6790739297866821,0.008101006969809532
4,28,0.42704883217811584,1.0680569410324097,0.6500512957572937,0.015333461575210094
5,11,0.3010864853858948,0.5115025639533997,-0.2225002497434616,0.997097909450531
5,12,0.4635655879974365,0.504106342792511,-0.22745439410209656,0.9985174536705017
5,13,0.2354346513748169,0.3335843086242676,-0.18469920754432678,0.9778849482536316
5,14,0.5205597281455994,0.3506127595901489,-0.2311534881591797,0.9855039715766907
5,15,0.2146289348602295,0.10852308571338654,-0.26667970418930054,0.9904059767723083
5,16,0.5367652177810669,0.14093011617660522,-0.3085339069366455,0.9953464865684509
5,23,0.33212217688560486,0.9719287157058716,-0.016197718679904938,0.8854270577430725
5,24,0.43503981828689575,0.962787389755249,0.01604195311665535,0.872056782245636
5,25,0.34558039903640747,0.9750463962554932,0.25170645117759705,0.030167417600750923
5,26,0.46105870604515076,0.9375074505805969,0.2988647222518921,0.029702235013246536
5,27,0.36786338686943054,1.1176081895828247,0.6695974469184875,0.008211803622543812
5,28,0.4304594397544861,1.0719213485717773,0.6455647945404053,0.015953896567225456
6,11,0.30099108815193176,0.5114969611167908,-0.225381538271904,0.9970493912696838
6,12,0.4635421335697174,0.5040794610977173,-0.22187259793281555,0.9985030293464661
6,13,0.23546072840690613,0.3337232768535614,-0.18603086471557617,0.9783172011375427
6,14,0.5206748843193054,0.35153502225875854,-0.22288374602794647,0.9856311678886414
6,15,0.2144157886505127,0.10853126645088196,-0.2680421769618988,0.9905121326446533
6,16,0.5368149280548096,0.14228802919387817,-0.3006863594055176,0.9953639507293701
6,23,0.3321210443973541,0.9727833867073059,-0.017469089478254318,0.879522979259491
6,24,0.43502920866012573,0.9627887010574341,0.017311448231339455,0.8658546209335327
6,25,0.3451559543609619,0.9765536189079285,0.23903600871562958,0.029485872015357018
6,26,0.4671812951564789,0.9310027360916138,0.2910403609275818,0.029809076339006424
6,27,0.36736997961997986,1.1324872970581055,0.6451835036277771,0.008196549490094185
6,28,0.4312991201877594,1.0934656858444214,0.6205733418464661,0.016182569786906242
7,11,0.3008514642715454,0.5116096138954163,-0.22522251307964325,0.9970183968544006
7,12,0.4635351300239563,0.5040746927261353,-0.2200571745634079,0.9984886050224304
7,13,0.23551753163337708,0.33499178290367126,-0.18458525836467743,0.9786832332611084
7,14,0.5207756757736206,0.3527420461177826,-0.21980734169483185,0.9856367111206055
7,15,0.21439380943775177,0.1104133203625679,-0.26629066467285156,0.990582287311554
7,16,0.5368245840072632,0.14381179213523865,-0.29710105061531067,0.9953725934028625
7,23,0.33212146162986755,0.9734559655189514,-0.018626617267727852,0.8729137182235718
7,24,0.43502163887023926,0.9628044962882996,0.01846916601061821,0.8584146499633789
7,25,0.3448961079120636,0.9807791113853455,0.23779264092445374,0.02891143411397934
7,26,0.4686649739742279,0.9286710023880005,0.29133304953575134,0.02993355691432953
7,27,0.3680732548236847,1.1373225450515747,0.6433609127998352,0.008242924697697163
7,28,0.43364596366882324,1.0955376625061035,0.6199659705162048,0.016452474519610405
8,11,0.30071866512298584,0.5119242668151855,-0.23732919991016388,0.9969068169593811
8,12,0.4635322093963623,0.5041157007217407,-0.22182223200798035,0.9984489679336548
8,13,0.23557424545288086,0.33655229210853577,-0.1961803287267685,0.9787046313285828
8,14,0.5208930969238281,0.35388556122779846,-0.21994192898273468,0.9856377243995667
8,15,0.21455621719360352,0.11421798169612885,-0.2764336168766022,0.9905557036399841
8,16,0.5368303656578064,0.14506427943706512,-0.2977885603904724,0.9953399300575256
8,23,0.33212050795555115,0.974605917930603,-0.021825293079018593,0.8647475242614746
8,24,0.4350607395172119,0.9628333449363708,0.021673254668712616,0.850965678691864
8,25,0.34367161989212036,0.9906524419784546,0.2196519821882248,0.027992475777864456
8,26,0.45753926038742065,0.9640762209892273,0.28917965292930603,0.029323196038603783
8,27,0.3677069842815399,1.1524794101715088,0.6206310987472534,0.008039519190788269
8,28,0.43325990438461304,1.101694107055664,0.6133848428726196,0.01622815988957882
9,11,0.3005337715148926,0.5122604370117188,-0.23456695675849915,0.9968571066856384
9,12,0.46352964639663696,0.5041521191596985,-0.2238972932100296,0.9984169602394104
9,13,0.2355814278125763,0.3385878801345825,-0.19263947010040283,0.9787492156028748
9,14,0.520987868309021,0.35483860969543457,-0.22177667915821075,0.9855279922485352
9,15,0.2146511822938919,0.11794837564229965,-0.2729114890098572,0.9905093908309937
9,16,0.5368374586105347,0.1457793265581131,-0.2969251275062561,0.9953046441078186
9,23,0.3321208357810974,0.9768082499504089,-0.022063950076699257,0.8568410277366638
9,24,0.43513351678848267,0.9631004333496094,0.021910283714532852,0.8419079184532166
9,25,0.34527090191841125,0.9903051853179932,0.22645504772663116,0.0276523195207119
9,26,0.4647057056427002,0.9359144568443298,0.29021281003952026,0.029394565150141716
