feature,min,max
left_elbow_angle,42.397706252808206,179.76605443345838
right_elbow_angle,43.72599764897619,179.9039488298677
left_knee_angle,52.432574164372,125.43576311644537
right_knee_angle,57.70436428729493,121.69497192545356
left_ankle_dorsiflexion,7.2865384185500695,125.68823999955868
right_ankle_dorsiflexion,60.528450601449485,107.71505192783341
neck_tilt,166.2493752723253,179.96869962835657
torso_tilt,0.08939100469271592,2.587289049115879
